bowler,style
OG Robinson,Pace
Nik Arifin,Pace
Mian Mehmood,Pace
O Casasola,Pace
S Udugalage,Pace
KD Pandey,Pace
K Bhagath Varma,Pace
RM Edavalath,Pace
S Kollery,Pace
DJ Broom,Pace
TB Thapa,Pace
M Terblanche,Pace
K Sathish,Pace
Taibur Rahman,Pace
Y Divekar,Pace
JHK Adams,Pace
MA Richardson,Pace
JJ Pienaar,Pace
Abhijeet Ahuja,Pace
Yadwinder Singh,Spin
A Mukund,Spin
Imam-ul-Haq,Pace
Gaurav Singh,Pace
T Mnyaka,Pace
L Adam,Spin
Aneeta Santhosh,Pace
Mohit Rathee,Spin
TJ Dean,Pace
RS Sembukuttige,Pace
K Maseko,Pace
Ahmadschah Ahmadzai,Pace
S Devata,Pace
MLG Silva,Pace
IP Bird,Pace
AA Banner,Pace
T Yangchen,Pace
S Sohal,Spin
DJ Wakefield,Pace
Mohammad Rizwan,Pace
BMR Akram,Pace
Adnan Gondal,Pace
RWT Key,Pace
Kashif Bhatti,Spin
H Philip,Pace
M Methtananda,Pace
P Maneesha,Pace
Rohit Rayudu,Spin
Nihal Surlaker,Pace
A Lazic,Pace
J Fraser-McGurk,Spin
A Hogg,Pace
KV Mehta,Pace
M Khumalo,Pace
RM Duffy,Pace
Ihsanullah Wafa,Pace
YS Chauhan,Pace
R Pathan,Pace
Hardik Rathod,Pace
Ankit Singh,Pace
T Bharaj,Spin
C Umutonni,Pace
Irshad Mubbashar,Pace
Ankit Kaushik,Pace
S Shanmuganathan,Pace
S Malshan,Pace
AL Davies,Pace
Chongtham Mehul,Pace
B Shiva,Pace
Nitesh Hooda,Pace
Kaushik Maity,Pace
JW Wells,Pace
BB Debnath,Pace
Nahida Khan,Pace
N Tomizawa,Pace
A Heywood,Pace
CJL Rogers,Pace
Asim Khurshid,Pace
MM Sarwar,Pace
Muhammad Zaghlool,Pace
PV Naringrekar,Pace
LD Hearne,Pace
N Chaiwai,Pace
GR Severin,Pace
Ravinder Gill,Pace
Divya Kandpal,Pace
Pen Samon,Pace
RK Willis,Pace
MLR Buddika,Pace
GSM Fernando,Pace
Mohit Mongia,Spin
Salman Baig,Pace
Bilal Shah,Pace
Musheer Khan,Pace
Hari Nishaanth,Spin
Liton Das,Pace
Khizer Dafedar,Spin
S Pillay,Pace
Mohamed Arief,Pace
Sanjay Raghunath,Spin
TC Lace,Pace
AS Kumar,Pace
RD Hynniewta,Pace
Bashir Ahmad,Pace
RJ Akram,Pace
C Lewis,Pace
A Haggan,Pace
NA Janes,Pace
Sineth Jayawardena,Pace
HUP Kaldera,Pace
M Kaur,Pace
RR Bose,Pace
C Egerton,Pace
R Ehsan,Pace
N Mugabe,Pace
S Eve,Pace
ZE Cooke,Pace
YS Samra,Pace
TSB Ekanayake,Pace
HS Bedi,Pace
Shiva Chauhan,Pace
K Burrows,Pace
EA Woodhouse,Pace
A Mahata,Pace
Constanza Vergara,Pace
ND Pinner,Pace
H Virdee,Pace
Omid Mailk Khel,Pace
MD Sonawane,Pace
RR Bhatkal,Pace
BE Johnson,Pace
TD Polgampola,Pace
Rahul Sharma,Spin
Neetesh Sharma,Pace
IAS Chathuranga,Pace
Akramullah Malikzada,Pace
JP Kreusch,Pace
TW Dlamini,Pace
E Frosler,Pace
Sazzad Hosen,Pace
Saurabh Dubey,Pace
FIN Khushi,Pace
IGTR Kumara,Pace
Ahmed Raid,Pace
L Tipton,Pace
BJ Watling,Pace
SKPD Ayu,Pace
Navid Balouch,Pace
K Campbell,Pace
Taufeeq Umar,Pace
Ajay Kumar,Pace
A Ahmadhel,Pace
JE Walcott,Pace
Hawwa Shaaiqa,Pace
Raunaq Kapur,Pace
L Thobela,Pace
EGS Kana,Pace
L Spragg,Pace
A Sibanda,Pace
A Daxini,Pace
G Urjindulam,Pace
Alkandari Abdulrahman,Pace
J Masquater,Pace
TR Ambrose,Pace
M Ahono,Pace
Kamran Khan (2),Pace
Aslam Doria,Pace
SPY Baron,Pace
V Poglitsch,Pace
H Richards,Pace
Ma Luz Barcelona,Pace
OF Rios,Pace
YT Lewis,Pace
Chen Jinfeng,Pace
Muhammed Manga,Pace
KS Kasse,Pace
Zhai Dian Da,Pace
K Tesarikova,Pace
T Calingin,Pace
R Sutton,Pace
Y Korniienko,Pace
S Bevin,Pace
O Batisani,Pace
S Saenya,Pace
KH Prajapati,Pace
Fayaz Mohammad,Pace
R Rasantha,Spin
C Brits,Pace
H Goto,Pace
A Emch,Pace
P Fernando,Pace
Ankit Lamba,Spin
DKJ Claude,Pace
Rishitha Rajith,Pace
JLB Davies,Pace
MV Boucher,Pace
Soung Seav,Pace
Rafaqat Ali,Pace
R Bowers-Fleming,Pace
M Modric,Pace
D Pearce,Pace
Praveen Santhanakrishnan,Pace
JEA Doctora,Pace
RA Wiggins,Pace
QS Tan,Pace
Muhammet Bicer,Pace
S Dzimau,Pace
GK Ghalley,Pace
J Valenikuila,Pace
Sanjida Islam,Pace
Mueez ul Hassan,Pace
Muhaddis Muhaddis,Pace
L Samani,Pace
FLV Pula,Pace
Azmat Ali,Pace
MR Dorgan,Pace
Deepak Bohara,Pace
AR Balla,Pace
Yousif Wali,Pace
LM Christensen,Pace
SN Khan,Spin
AJ Hodd,Pace
T Teti,Pace
Murat Ipek,Pace
Ajaz Patel,Spin
Raza Ali Dar,Spin
Yin Chenhao,Pace
Aswad Khan,Pace
Mirab Sajjad,Pace
SM Ariyasinghage,Pace
J Chilia,Spin
RM D'Souza,Pace
Marica Taira,Pace
I Bardis,Spin
L Berthe,Pace
S Ivetic,Pace
Lim Jeongwook,Pace
A Ueda,Pace
CM Scott,Pace
TJ Moores,Pace
AG Dugmore,Pace
J McAllister,Pace
Paresh Patel,Pace
R Dhami,Pace
A Muoki,Pace
Nur Izzatul Syafiqa,Pace
N Cumberbatch,Pace
Syed Amanullah,Pace
R Rawal,Pace
M Simpson-Parker,Pace
L Ntanzi,Pace
M Paryani,Pace
Hawwa Ifasha,Pace
AA Moiane,Pace
T Katunga,Pace
SK Rana,Pace
SK Shetty,Pace
N Baneti,Pace
W Banner,Pace
PR Yadav,Pace
Marsya Qistina Binti,Pace
Yashodha Lanka,Pace
GEF Barnett,Pace
MW Tromp,Pace
JF Chester,Pace
A Ramesh,Pace
Sadaf Shamas,Pace
Akoijam Singh,Pace
Saurabh Rawat,Pace
Aamer Azmat,Spin
Chintapalli Kranthi Kumar,Pace
AMA Dewar,Pace
D Matthews,Spin
AM Gaging,Pace
AJ Blackwell,Pace
ARH Patel,Spin
CAK Walton,Pace
Omar Hussain,Pace
KDM Maduranga,Pace
Hou Rui,Pace
TH Tector,Pace
A Suda,Pace
J Lalor,Pace
Apsari Begam,Pace
W Kevin,Pace
Muhammad Younis,Pace
Hasan Cakir,Pace
Abhimanyu Chauhan,Pace
SA Dias,Pace
LA Carseldine,Pace
OJ Pope,Pace
I Thomson,Pace
Bhargav Narasimha,Pace
LR Krishantha,Pace
CR Foggo,Pace
NE Stalenberg,Pace
GH Smit,Pace
Zahir Mohammed,Pace
E Bourgaize,Pace
N Mapunda,Pace
Ishan Kishan,Pace
AE Moe,Pace
SMHH Aung,Pace
K Kadowaki-Fleming,Pace
C Piparo,Spin
Fiza,Pace
YCK Epa,Pace
SB Kurkalang,Pace
Bikash Singh,Pace
Noorullah Sidiqi,Pace
M Bauer,Pace
I Komba,Pace
RAKA Ranasinghe,Pace
AS Thakur,Pace
R Olipa,Pace
Suman Pradhan,Pace
RJ Ainsworth,Pace
Iftekar Jaman,Pace
S Norman,Pace
S Clarke,Pace
R Mazumder,Pace
J Post,Pace
R van Tonder,Pace
Shenjian Zheng,Pace
Ashwani Kumari,Pace
JP Heywood,Pace
San Nyo Htwe,Pace
E Kershaw,Pace
Xu Hao,Pace
Han Junhui,Pace
Fathimath Anaal,Pace
D Kharel,Pace
BJ Rohrer,Pace
SD Patel,Pace
JNK Shannon,Pace
RR Chopra,Pace
I Medhi,Pace
L Maphane,Pace
JK Masara,Pace
KR Smith,Pace
Aniruddha Joshi,Spin
CJ Taylor,Pace
Joshua Ozukum,Pace
Emran Shahbakhsh,Pace
Muhammad Zafar Khan,Pace
KH Abe,Pace
S Waduge,Pace
A Gisdaki,Pace
Hassan Nawaz,Spin
MA Jones,Pace
OE Westbury,Pace
A Hewage,Pace
RK Chandraguptha,Pace
Shalith Fernando,Pace
NT Gruny,Pace
CJM Sabburg,Pace
Syed Faizan Tahir,Pace
TM Dowlin,Pace
BAA Zammitt,Pace
F Suluoto,Pace
Musa Ahmed,Spin
Nishunk Birla,Pace
B Nikitaras,Pace
Sarfaraj Mulla,Pace
D Murray,Pace
Musa Shaheen,Pace
CT Hawkins,Pace
SR Santhanam,Pace
LD Chandimal,Pace
Shanzeen Shahzad,Pace
KOA Powell,Pace
AI Ross,Pace
T Marumani,Spin
MJ Ackerman,Pace
AJ Strauss,Pace
B Chipli,Pace
Y Gnaneswara Rao,Pace
Madhav Avsh,Pace
Ritwik Roy Chowdhury,Pace
RR Rathod,Pace
Rishabh Chouhan,Pace
NP Mvelase,Pace
M Van Buuren,Pace
HRW Kindley,Pace
D Cleaver,Spin
LA Dunbar,Pace
L Abeyratne,Pace
KASN Rajaguru,Pace
M Kasselman,Pace
Rizpha Bano,Pace
Sobu George,Pace
P Ghosh,Pace
M Tiwari,Spin
AP Majumdar,Pace
JR Philippe,Pace
KE Baxter,Pace
RA Shaikh,Pace
Abhishek Anand,Pace
Sajid Safi,Pace
M Uwase,Pace
K Mataora,Pace
Muhammad Saeed,Pace
Abhay,Pace
Naveena Shetty,Pace
Bastaki Mahmoud,Pace
Song Yang Yang,Pace
A Thyagarajan,Pace
C Burgess,Pace
Arsalan Qadir,Spin
John Bartlett,Pace
AR Menon,Pace
T Rajiv,Pace
AL Kerai,Pace
S Groenewald,Pace
JA Foo,Pace
BS Wilson,Pace
C Ganapathy,Pace
FA Klokker,Pace
AM Rahane,Pace
Ammad Uddin,Pace
AB Barath,Pace
Eva Somsel Yangzom,Pace
V Redkar,Pace
DL Blake,Pace
SS Tiwary,Pace
R Silva,Spin
Sapan Mehta,Pace
VS Padhaal,Pace
MA Agarwal,Pace
W Miyauchi,Pace
Raghvi Bist,Pace
M Polimeri,Pace
T Ulutuna,Pace
S Elayaperumal,Pace
MB Gauna,Pace
Saurav Chauhan,Pace
Keshav Kumar,Pace
Mahfuzur Rahman Rabby,Pace
MF Manjate,Pace
Merenka Jamir,Pace
Vaisakh Chandran,Pace
JM Bairstow,Pace
JA Haynes,Pace
Mohammad Ahnaff,Pace
DP Hughes,Pace
E Solomon,Pace
F Irakoze,Pace
DC de Boorder,Pace
T Dickwella,Pace
Hein Zin Aung,Pace
Muhammad Afis,Pace
N Kasun,Pace
CFK van Wyk,Pace
Y Wang,Pace
Irfan-ul-Haq,Pace
Sarul Kanwar,Pace
PUKK Arachchige,Pace
KPD Perera,Pace
Lokesh Bam,Spin
Navindu Prabash,Pace
Vishwa Supun,Pace
SNA Nethmika,Pace
GLB Lamplough,Pace
T Navodya,Pace
Ahmer Bin Nisar,Pace
RA Mariu,Pace
Aarya Desai,Pace
DN Pathirana,Pace
G McClintock,Pace
ISS Samarasooriya,Pace
A Koul,Pace
Jawad Muhammad,Pace
SS Dobal,Pace
A Thapa,Pace
DM Bravo,Pace
TD Rouse,Pace
TA Willett,Pace
TJ Lancefield,Pace
Larry Sangma,Pace
J Marples,Pace
Absar Khan,Pace
ES Grammenou,Pace
H Gallage,Pace
AR Keath,Pace
JO Adotei,Pace
KED Carroll,Pace
A Dilhara,Pace
B Lalnunfela,Pace
Sunil Salam,Pace
Kishan Lyngdoh,Pace
Ebrahim Naseri,Pace
SK Das,Pace
O Henry,Pace
Moakumzuk Tzudir,Pace
Ahsan Ali,Spin
Logesh Prabagaran,Pace
T Webster,Pace
K Magram,Pace
CA Liyanage,Pace
GH Bodi,Pace
Asif Khan,Pace
V Hettiarachchi,Pace
R Hackney,Spin
J Goodwin,Pace
S Gani,Pace
Joseph Lalthankhuma,Spin
Mohammad Ronak,Pace
Mustafa Atmaca,Pace
Mustafa Balkis,Pace
HE van der Dussen,Pace
Shourabh Kharwar,Pace
M Sedgwick,Pace
SN Smidt,Pace
GP Rees,Pace
Vivek Dixit,Pace
Rojith Ganesh,Spin
K Mtunduwatha,Pace
JM Cox,Pace
Y Dilruk,Pace
TP Ura,Pace
HH Gibbs,Pace
Hasith Perera,Pace
Md Nazim,Pace
Kunal Mahajan,Pace
Ismail Ali,Pace
S Sandeepani,Pace
N Vare,Pace
MFI Assuncao,Pace
L Enoch,Pace
BG Porteous,Pace
J Gallimore,Pace
Manal Malik,Pace
JS Fernando,Pace
OSB Tilley,Pace
Imal Zuwak,Pace
S Coomaraswamy,Pace
HML Madushani,Pace
Hongki Kim,Pace
JN Snape,Pace
Ram Krishan,Pace
Saud Islam,Pace
Skalzang Kalyan,Pace
Siddhant Sharma,Pace
GF Cardos,Pace
JEK Rew,Pace
B Tau,Pace
K Lamb,Pace
Kashif Abbas,Pace
Muzaffar Mujeed,Pace
Abdalah Lubega,Pace
MJ Nqolo,Pace
DR Shorey,Pace
Punit Bisht,Pace
Bhushan Subba,Pace
DG Bedingham,Pace
MP Breetzke,Pace
KM Chandler,Pace
P Gopalkrishnan,Pace
C Wyngaard,Pace
CE Brock,Pace
SD Outerbridge,Pace
S Singh,Pace
KO Elliott,Pace
Salman Hossain,Pace
SS Pawar,Pace
Adil Reshi,Pace
HJ Swindells,Pace
I Malhotra,Pace
Mayank Rawat,Pace
Somnath Soni,Pace
RR Behera,Pace
PB Mehta,Pace
MN Singh,Pace
PN Khemnar,Pace
DI Dusabemungu,Pace
Saurabh Wakaskar,Pace
Kunaal Kumar,Pace
EA Leys,Pace
L Ward,Pace
G Smith,Spin
T Piakura,Pace
B Khatri,Pace
DGK Small,Pace
T Mishra,Pace
RJ Gibson,Pace
G Adams,Spin
Akhil Rajput,Pace
Masood Jayezeh,Pace
KD Clarke,Pace
Waqar Ul Hassan,Pace
RM Dagar,Pace
Shahid Arshad,Pace
A Trivedi,Spin
Osman Khan,Pace
Aanshul Gupta,Pace
Nitish Rao,Pace
Vishnu Solanki,Spin
V Vini,Pace
Adil Afzal,Pace
Aakarshit Gomel,Spin
TP Ward,Pace
Ahsan Yusuf,Pace
Harvinder Singh,Spin
TN Pathan,Pace
Abhilash Mallick,Pace
Benoy Upreti,Pace
M Kulfiwala,Pace
Nabi Gul,Pace
S Liyanage,Pace
Abdullah Mohd Yousaf,Pace
Y Sangare,Pace
Kulwinderjeet Singh,Pace
S Santhosh Kumaran,Pace
T Turan,Spin
AN Longchar,Pace
Sammar Gajjar,Pace
Francesca Galan,Pace
L Dobson,Pace
KA Cohen,Pace
Sneha Shankar,Pace
WT Dilshan,Pace
JB Richards,Pace
Shashi Anand,Pace
B Sai Sudharsan,Spin
Y Naing Kyaw,Pace
Moshiur Rahman,Pace
U Thimashini,Spin
TJ Ramphoma,Pace
HG Duke,Pace
D Dharmasiri,Pace
DT Hewathantri,Pace
O Motlhoaring,Pace
Himmat Singh,Spin
Hannan Sarkar,Pace
Amandeep Khare,Pace
G Wade,Pace
Riyaz Kajalwala,Spin
Ubaid Minhas,Pace
Aashita Gupta,Pace
TW Hamid,Pace
ON Bopage,Pace
MHW Papps,Pace
Kashif Siddique,Pace
RV Uthappa,Pace
AD Kamania,Pace
Fiaz Ahmed,Pace
Vaibhav Govekar,Pace
Shashwat Rawat,Pace
I Liyanage,Pace
Zuber Sunasara,Pace
Rahul Buddhi,Spin
A Lanning,Pace
S Toffoletto,Pace
Anil Subba,Pace
DD Ebrahim,Pace
JR Lucky,Pace
Alfredo Puentes,Pace
P Dogra,Spin
U Lakshan,Pace
Ali Muaaz,Pace
Yousuf Youhana,Pace
HA Walsh,Pace
AL Kandappah,Pace
E Ul Haq,Pace
Awais Zia,Spin
SW Billings,Pace
CP Klijnhans,Spin
Sajid Patel,Pace
AC Gilchrist,Pace
J Grzinic,Pace
D Joshi,Pace
A Dennison,Pace
Mohammad Yousuf,Spin
Aditya Waghmode,Pace
Sefu Athumani,Pace
S Simpson,Spin
